ID,Original Text,Cleaned Text,target
ynat-v1_train_01277,"DAEA사우디 이어7. ""르Gm 호, 연+FJ참여1로","## 사우디, '르Gm 호' 연합 참여",6
ynat-v1_train_01278,매출창^ 가X성$최대 앱s>유튜브…T플릭O 약진,"## 유튜브 넘어선 T플릭, 매출 성장세 압도적",4
ynat-v1_train_01282,티비에이x글(벌y1분기 영c익[1H4억…15%k증가,## 1분기 영업이익 14억원… 15% 증가,5
ynat-v1_train_01283,"z대통령 한반<B ,화·안l이 깃들도록0모든 q력","## 대통령, 한반도에 평화와 안정 기틀 마련 힘쓸 것",2
ynat-v1_train_01286,}시} 과기정통부 f(;방qB비 ^시서y국내 K;스w시V,"과학기술정보통신부, 국내 스마트시티 지원 강화",4
ynat-v1_train_01287,?로농구 *자랜드 새 4국인 선#P{드:영입,"## 자랜드, 4명의 새로운 선수 영입",1
ynat-v1_train_01288,부산p코오롱하늘채s1e위에 B3만여.i몰려,"부산 코오롱하늘채, 1층 위 B3 만여 명 몰려",5
ynat-v1_train_01289,".eH q한Z역9서S;N사""5Z) WY","""한국의 새로운 혁신, 세계 시장에 진출""",0
ynat-v1_train_01290,NI(9n 아_트R관[비T c려i다…조회|기능fi가,"## AI, 뉴스 검색 기능 개선",4
ynat-v1_train_01292,zG츠 y/디지털 객체 DOI 국내m서~등록 관리한다,## 디지털 객체 DOI 국내서 등록 관리,4
ynat-v1_train_01293,m사스 Tx수 시애틀전서R%타수 2안타…s부신 주루플레이,"""마스, 시애틀전 2안타 맹타… 승부처 주루플레이""",1
ynat-v1_train_01294,시CA#무+통일 불사\`g풍…대만7 80V 일국양제u1대,"""통일 불사, 대만 80% 일국양제 반대""",6
ynat-v1_train_01295,인니M中에 10W조 원W 일대>로(사업 무더기X1안,"## 10조원 규모 사업, 대규모 추진",6
ynat-v1_train_01296,신간 백점 o들 육식동물_아빠5g는야 호기심>#은.iG;,"""신간 '백점'  육식동물 아빠 5G 논란""",0
ynat-v1_train_01299,코yN19-재+산@V전V 8mx:8}교서2등ky} 해w또 최다t합,코로나19 재산 전문가 최다 합격,3
ynat-v1_train_01300,q년만! 아파` )]채 갭투자 미1인0외국인 다주택*.s무Q사,"##  ""1년 만에 갭투자 규제 완화, 외국인 다주택 허용 검토""",5
ynat-v1_train_01301,"4에/치^이W16H억원 규pag일러 설비)공ms""",## 416억원 규모 설비 투자,5
ynat-v1_train_01302,통cf}밀려PH용 망가지sb20대>{y한 99!l리,,5
ynat-v1_train_01304,이란L우라늄 n|에 '성능 y심분리기 가동…x합의 이행N소종합,"이란, 핵심 원심분리기 가동…핵합의 이행 중단",6
ynat-v1_train_01307,"朴대통' 한"" 北비핵N 우선1칙따라 공조강화해야종1","## 북한 비핵화, 우선 원칙 따라 한·미 공조 강화해야",2
ynat-v1_train_01312,{eT(위 Ad 꺾여tc분한 휴일IiYN리: 'v행사,"##  ""연휴 맞이 특별 행사""",0
ynat-v1_train_01314,올림X 최종 주자에게 ^V되는 성o,"""올림픽 최종 주자에게 전달되는 성화""",1
ynat-v1_train_01315,김ChK}X리당*C朴대통6+탄핵L 9  `장설 y속보,,2
ynat-v1_train_01317,네이m 소상공O 모바일홈+ l두로 SNS 연동·통합관리,"## 소상공인, 모바일 홈페이지로 SNS 연동·통합 관리",4
ynat-v1_train_01318,8 中해경) u박r4척w센XM d본~vo!5,"## 8명 경찰, 폭행 사건 현장 출동",6
ynat-v1_train_01319,원달러 환율f5Z1원 하락?G국 +가지표 ~진 영향,"## 원달러 환율 하락, 국내 경제에 미칠 영향은?",5
ynat-v1_train_01320,~럭시J8n.약판ZE72만B천_ v파@혁7Z8했다q1,럭시 J8n 약판 72만 B천 파 혁신했다.,4
ynat-v1_train_01321,朴대통령 b드 결정후o첫6다자회의…中정E과 접: ~을까,"## 朴대통령, 北 결정 후 첫 6자 회의…中 정상과 접촉",2
ynat-v1_train_01323,송광vgU^기 3점포…박용+8 최d안타!I록=jn종:,"송광 3점포, 박용 8안타!",1
ynat-v1_train_01324,AT지란지교 문j보안-q라O# /비스 =종 출R,"## AT지란지교, 문보안 강화",4
ynat-v1_train_01333,"출1<5주년]맞은kK<TtU누C(거래""금 2조원 눈f",## 출시 5주년 맞은 K**T**U 누적 거래금 2조원 돌파,5
ynat-v1_train_01335,"靑 6\부터\고용여건 0격 회복w 속도P?있, [책 추진","## 청년 고용 여건 회복 속도, 제대로 나아가고 있나?",2
ynat-v1_train_01338,대부업ah대출6품+gz~강화…중요사항4F$자: =필 작성,"대부업 대출 강화, 중요 사항 4가지",5
ynat-v1_train_01340,"\선업:회z&,H QA도 LNtR…S양일감g공$z채-까","##  ""회의, QA 진행 및 사업 양일간 개최""",5
ynat-v1_train_01341,갤S8!1호 개통하)다…SfJ &장 앞 5박S일 노숙 _I,"갤럭시 S8 1호 개통, 5박 6일 노숙 행렬",4
ynat-v1_train_01342,YYz구]gK룡1강원FCV대표F비위 P: 상당 확인,"강원FC 대표 비위 의혹, 상당 부분 확인",1
ynat-v1_train_01343,비$% 9V점X대한항공 삼성화재에 32 승N…4연승...,"대한항공, 삼성화재에 32점 차 승리하며 4연승 질주",1
ynat-v1_train_01345,아V[게M }대c농3X<c8표팀W대만에7일격>8강BE탈락,"""한국 농구 대표팀, 8강 탈락""",1
ynat-v1_train_01346,o국 초등학교 3부% 투Y 교육 시킨-,"## ""초등학교 3학년, 교육 시킨다""",6
ynat-v1_train_01347,O상 베트( 영=MF항l 8른4a라K q과Ch으d...,"""O상 베트남 국민과의 만남""",1
ynat-v1_train_01350,KIC6 유기태양전지G 고Yf 개발…m기전J도 5배],## KIC6 유기 태양전지 효율 5배 향상,4
ynat-v1_train_01352,中 위안화 절)행u…고시 R]값l25개월만I 최고,"## 중국 위안화, 25개월 만에 최고치 기록",6
ynat-v1_train_01354,구VO \크Y도어 사고k업체대표 2심도c징역형 구형,"""구의료 사고 책임자, 2심서 징역형 구형""",3
ynat-v1_train_01355,"국내 ICT업계]lGk통1 202,년 2c조=~추% *]","## LG통신, 202년 2조원 매출 달성",4
ynat-v1_train_01356,네이6 인8:VT Z7%!nx 시범~서비스 개시,"## 네이버, 시범 서비스 개시",3
ynat-v1_train_01357,:기신문/Q임 편w'장D~안병현m전0s설실),"안병현, 설실 전 ""기신문"" 인터뷰",3
ynat-v1_train_01360,홍n~거리청소 나선&부c T국 내 최m8대테6 np부대,"## 홍콩 거리 청소 나선, 북한 특수부대 움직임 포착",6
ynat-v1_train_01361,} eY4상 i란d외bA2`새~`Y k 바퀴,"""새로운 바퀴""",6
ynat-v1_train_01364,\eN/가지z 음L@료j상 198개1최대 esS개{확A,가지 음료 상 198개 최대 esS개 확보,3
ynat-v1_train_01365,"與.41-|스트트랙 $상b가속…""국| (한 좌석 남아I다","""한 좌석 남았다""",2
ynat-v1_train_01366,"x\·|권을 누르고 5사를s-|"" g상S최강 재벌","""S상 최강 재벌""",0
ynat-v1_train_01368,게시판 KISA 이동통신 대리점 스팸방지 교육,"## KISA, 이동통신 대리점 스팸 방지 교육 실시",3
ynat-v1_train_01369,"화천A마토축제 성,리 폐a|13C; 찾아 2억 판_","화천 토마토 축제, 2억 명 찾아 성황리에 마무리",0
ynat-v1_train_01370,추워져q[눈·  내리고-기온ik,추워지며 눈 내리고 기온 뚝!,0
ynat-v1_train_01371,당Y64위해:꺼낸 브렉시트S국j투/안이 엄b: 결과 초래,"## 브렉시트, 국민투표 결과 초래",2
ynat-v1_train_01372,초9세l~\점령,"## 9세, 점령 시도",0
ynat-v1_train_01373,"학교u정규m 지방>거 출_ ,동기자회견","학교 정규 수업, 동기자회견",3
ynat-v1_train_01375,_0 아인슈타u의;VO적;종^와mJ교,"## 아인슈타인의 우주론, 새로운 해석 제시",0
ynat-v1_train_01377,게시판 KTx1등 bm숍 1과Ea^ 개d,"## 게시판 1위, bm숍 인기",3
ynat-v1_train_01378,3R? 총pJ경제`@ 3판#에 다같c |하H는 메Xr,"3R 경제, 3판 출시 예정",2
ynat-v1_train_01380,'렉1트 x1영{유T 중)>행7재 I동 무C,"## 렉트 유튜브 채널, 행정 재개",6
ynat-v1_train_01383,H@마 대통령uir6후m워싱턴_(ymy무( 개k_z정,"## 마 대통령, 워싱턴 방문",6
ynat-v1_train_01384,z}北(CBM용 0켓엔진시험에 추가도발 용_못<…도발 삼가라,,6
ynat-v1_train_01385,뮤지l 신흥G관_교0 N진ki-사고…오C 공연 취%,뮤지컬 '신흥극장' 교통사고…오늘 공연 취소,0
ynat-v1_train_01387,?R* b대 `콩 + 개s대학·10N/ 중고교y학t들 수업거^5@,"## 대학교, 중고등학생 대상 수업 개설",3
ynat-v1_train_01390,권익g '바일o품a04뜰사u r책 공모N,"""바이오 제품, 책 공모전 개최""",0
ynat-v1_train_01393,"아주대 정문 지{는 ""K중 전r회장(운구 차량","아주대 정문, K중 전 회장 운구 차량 지나가",5
ynat-v1_train_01394,아\티 펜n하우Kv부산HL1문 연다,## 부산 HL1 문 연다,0
ynat-v1_train_01401,北 김h# 주체조Z의 Q용UO 더 많이C-아올려V,"북한, 주체조 경연 대회 참가자 더 늘려",2
ynat-v1_train_01405,과천\#&에5연내R국 i+관9조^…과ED학}·방사. 협약,과천에 연내 국제과학·방사 협약 체결,4
ynat-v1_train_01406,美@& 프RL 외상 흔7 없[…자F 아RI,"## 美, 프랑스 외상 흔적 없어",6
ynat-v1_train_01407,"위클리 스마트d스트레8E~N엔 휴,·면역강화엔 명상 과C적 l증","## 면역력 강화, 명상과 적절한 운동으로!",4
ynat-v1_train_01408,"문대통>·시도지사 靑r%R…중앙·,- z%리 X치Zmu,","""문 대통령, 시도지사들과 청와대 회동""",2
ynat-v1_train_01410,삼_A= @노트c V터리 불ZN묵인 )|i/- 아hi,"## 삼성, V터리 불명확한 이유 밝혀",4
ynat-v1_train_01411,[S차 더 M9·스팅어 D고고<< 저금리#|부 혜택,"##  KIA, 스팅어 저금리 할인 및 추가 혜택 제공",0
ynat-v1_train_01412,"신입*5\어b는.U공U6 o3 없는 ""e2",,3
ynat-v1_train_01414,인!인해 이룬q9xf U9 언팩Qe9O,## 인해 이룬 성과,4
ynat-v1_train_01417,=nb돌파' GO까…與3검`~혁H先처리1카드: r?~ 깬E,"##  '돌파' 외친 與, 3명 검찰 수사 먼저 처리할 듯",3
ynat-v1_train_01419,"L+전자UVrpQ씽큐]{동통신 ^사 예약판매 ""작","## L+전자, 씽큐 통신 예약 판매 시작",4
ynat-v1_train_01420,입김*불면K색H변[U 필름…위조방S에n적용,"## 위조 방지 필름, 입김·불면증에도 적용 가능",4
ynat-v1_train_01421,"A용>배우는@9"" 8>들","## 배우는 98세, 여전히 젊은 열정으로!",0
ynat-v1_train_01423,러시아 美 Ul벌 ?D w中*겨g한 것…전' R위 노려,"## 러시아, 美 압박하며 중국과 겨루는 모습…전쟁 위협 

이렇게 바꿔보았습니다. 

* 원문의 ""Ul벌 ?D w中*겨g"" 부분은 ""압박하며 중국과 겨루는""으로 해석했습니다.
* ""전' R위""는 ""전쟁 위협""으로 수정했습니다.
* 전체적으로 뉴스 제목처럼 간결하고 명확하게 표현했습니다.",6
ynat-v1_train_01426,혈관 속 움%Y{ _모{Z 봇n개f…자-장y로 %직.t{어,"## 혈관 속 움직임, 자기장으로 포착",4
ynat-v1_train_01433,I기 나누는 1종석 비서실장과*한병i 정무T석,"## 비서실장, 정무수석과 '한병'",2
ynat-v1_train_01434,넥슨지티 국외 진출 I해/*~든6i9sa출시D불가피,"넥슨GT, 해외 진출 불가피",4
ynat-v1_train_01437,"과학기술 U연기관장W 제주 ""전m%정책 공유","과학기술연구원장, 제주서 ""전문 정책 공유""",3
ynat-v1_train_01439,"2Gt ';할인=s행 9월=중Lce 늦,질Uc도",,5
ynat-v1_train_01441,51은행 정기인사…j책연구 q!간@교fW확대,"51은행, 정기 인사 발표",5
ynat-v1_train_01442,a스13vo원Uz모 반5+U제조r비~공&C약,"##  ""스마트폰 제조 비밀 공개""",5
ynat-v1_train_01443,김성f }야k협A체 Cs이 수용…석V·특검 대통; 4해1,"김성태 체포, 석방·특검 논의",2
ynat-v1_train_01445,신#계A선호텔 국립전통예술고f*생에3장학금 R원,"## 신계A선호텔, 국립전통예술고 학생에 장학금 지원",3
ynat-v1_train_01448,raw래F H인 _G8H $장 진입zo) 완화i6진,"##  ""Raw 데이터 분석 시스템, 시장 진입 완료""",5
ynat-v1_train_01449,w의당5창당 6At…L생에서 완생으로Q2020] 제1야당 {표f합,"## 제1야당, 2020년 총선 승리 목표",2
ynat-v1_train_01450,체내 HHX줄[세]}변0]:상g로 본다…' O험으L 확인,"## 체내 흡수율 변화, 임상 실험으로 확인",4
ynat-v1_train_01453,정개J사개_위 위원장nL서유지권f발동I보,"## 정개위, 서유지권 발동 보류",2
ynat-v1_train_01456,유럽c미NO6對이: 제재Y피하기 위한T특^z적X인aq<,,6
ynat-v1_train_01457,3BA $<스테이트·휴스G=A( 콘D8스I결승M지 1+,"""3BA 결승 진출""",1
ynat-v1_train_01459,"악성""드[감$kIoTR기기 saeS #료법E3려j`","## 악성 IoT 기기, 사이버 공격에 활용될 우려",4
ynat-v1_train_01462,민=硏 보7- 논란j지속…野v매국적 정국\전략=집중포화,"## 민주당, '보7' 논란 지속… 야당, ""매국적 정국 전략"" 비판",2
ynat-v1_train_01464,시;·문인D함께 즐기는 문학주S 201M %국서K진행,## 시인과 함께 즐기는 문학 주간 행사 개최,0
ynat-v1_train_01465,비트C인 가u@&@|asf화의9~6배·_주B EU=15O,"## 비트코인 가치, 기존 화폐의 9~6배",5
ynat-v1_train_01466,W국제조%2024q사~졌지T…中 과@기술e6 F3=N3Q,"## W국제조, 中 과기술 경쟁 심화",6
ynat-v1_train_01467,비hkA려 qk서G강+ \0제,"""비켜 서강대 제"" 는 의미를 파악하기 어렵습니다.  더 많은 정보를 제공해 주시면, 노이즈를 제거하고 자연스러운 뉴스 제목으로 변환해 드릴 수 있습니다. 예를 들어,  

* **어떤 맥락에서 이 문구가 나왔나요?** (예: 서강대학교 관련 뉴스,  특정 사건 등)
* **원래 문구가 무엇이라고 생각하시나요?** (예: ""비켜 서강대 강의실"", ""비켜 서강대 학생"" 등)

이러한 정보들을 알려주시면 더 정확하게 도와드릴 수 있습니다.",0
ynat-v1_train_01468,C스i}1황Q)u권주도 r활kKPB!자&상승Y k8,"## 권주도, 활발한 상승세 

이렇게 변환하면 노이즈가 제거되고 자연스러운 뉴스 제목 형식으로 바뀌었습니다.",5
ynat-v1_train_01469,]투(리/ ;이앤엠 지분Y매t,"## 투자 회사, YG엔터테인먼트 지분 매각",5
ynat-v1_train_01470,이탈리아^독일~wGn난민구조선~억9…S6규정n등 위반,,6
ynat-v1_train_01472,x진k탈출F롯P 노경은 박+웅과o경쟁 기대한9,## 노경은 박웅과 경쟁 기대,1
ynat-v1_train_01473,"미{ Q상 $a*성pVx1러 X^""K`7nP반등M마감","##  ""상승세 마감""",5
ynat-v1_train_01476,서 (5D KB손해};0올 *즌<처W으7l?국전력 제압,"## KB손해보험, 한국전력 제압",1
ynat-v1_train_01477,GE콩고 시련84볼d w& X 내YW민간인 H` N#P,,6
ynat-v1_train_01478,x장우 특별감찰 !용D유출됐d면 국기문란…상W 1치해^,"##  장우 특별감찰, '용D 유출' 국기문란 우려",3
ynat-v1_train_01479,신간]그* 우Mi L니C·암J정복 연9기,"## 신간: ""암 정복, 9년의 기록""",0
ynat-v1_train_01480,朴대통령 긴6속+A핵r응 올MY미N 해5X 내놓p까,"## 朴대통령, 긴급성명 발표 예정",2
ynat-v1_train_01482,하나 투q삼성전기 2D기 실|c기eC이하[목표(↓,"## 삼성전기, 2D기술 적용 목표",5
ynat-v1_train_01483,정부 싱가m르F일5·태국 등 6개국 여행 9제해달라,"## 정부, 싱가포르·태국 등 6개국 여행 제한",3
ynat-v1_train_01484,"P 전대 오더 주= N,s"""". 바람r하*도 Q다","## P 전대, 새로운 오더 발표: ""N,s""",2
ynat-v1_train_01485,유바이오로직<-S분기X~업익 l)억원lU?3.7% 증가,"유바이오로직, 3.7% 매출 증가",5
ynat-v1_train_01488,평H)tmD_Ee공항m]송 시민들,## 평화공항 송 시민들,2
ynat-v1_train_01495,{의|·R훈t조}J 미국 GW속y,"미국, GW 속으로",2
ynat-v1_train_01497,a/모.쇼 벤츠*스포X카 성SF XHEV B셉트카 5개,"## 벤츠, 스포츠카 'SF XHEV' 5개 출시",0
ynat-v1_train_01499,{부ig정은의 {팔;2D룡h·;(서u제재명단HI올린=,## 부정적인 제재 명단 공개,2
ynat-v1_train_01508,유럽 챔스 4y %1M 결정…레알 미소 바르E 울x,"## 유럽 챔피언, 레알 마드리드가 결정",1
ynat-v1_train_01510,P [* vL에 자M항-사e이란 영4통과5금지종합,"""차량 통행 금지: 종합 안전 관리""",6
ynat-v1_train_01511,미a{+#W[용소 비교 7e 홀로hE트ka념관 A5,## 용소 비교: 홀로테크념관 A5,6
ynat-v1_train_01513,"K\성장하는T1}X워치 m장y애플 경+,가 IF","## T1, 애플 워치 경쟁 가세",4
ynat-v1_train_01514,"데이비스 4""점$뉴올리언s 8T전7=에 보스턴 4연{ 저지","뉴올리언스, 보스턴에 8대 4 승리",1
ynat-v1_train_01515,더e주 ?G서 1박]일 20대 당X인 워B숍,"20대 여성, 교회서 1박 실종",2
ynat-v1_train_01516,2FcoC 탈레반$T부 신임_ f1b상1AK qP- 거부,,6
ynat-v1_train_01520,고개O# 지방·저L득1 ]r …부a 굴Y o출 }l야,"## 고령층, 지방·저소득층 취업 어려움 겪어",5
ynat-v1_train_01521,~#;v 5G`?선통신 핵심 칩9V# 성e,5G 통신 핵심 칩 개발,4
ynat-v1_train_01523,게시판 배틀그$q드'여름맞P 경< 행사,"## 배틀그라운드, 여름맞이 이벤트 개최",4
ynat-v1_train_01525,$(스 노란$조o =차m집회 열`…Q위 q모 =2yG ?,"""스노란 조o =차m집회 열`…Q위 q모 =2yG ?"" 라는 텍스트는 노이즈로 인해 이해하기 어렵습니다. 의미를 파악할 수 있는 추가 정보가 필요합니다. 예를 들어, ""스노란""이 무엇을 의미하는지, ""조o""가 누구인지, ""차m집회""가 무엇인지 등을 알려주세요. 

더 자세한 정보를 제공해주시면 노이즈를 제거하고 자연스러운 뉴스 제목으로 변환해 드리겠습니다.",6
ynat-v1_train_01526,文대통령n청년일자? 0술방망이 없ae하나씩 만들어가E,,2
ynat-v1_train_01527,프(스1재/ 브렉시트&H재 W랑스 -^에 악영향 없어,"## 프랑스, 브렉시트 악영향 없어",6
ynat-v1_train_01529,담*한W표*으로KH임식 zo하는 |A열,"""담화 표결로 임식안 통과""",3
ynat-v1_train_01531,일본z넘은 $)_구 |x아} _수v 칼',"## 일본, 수입 칼 판매 급증",1
ynat-v1_train_01533,"美%친북1체 = 2Q0"" 전투H15일u종료","## ""미국-북한, 200일 전투 종료""",6
ynat-v1_train_01535,"작W 경기권m미""양 급증0F%|양가g공급과잉 탓","## ""작물 가격 급증, 공급 과잉 탓""",5
ynat-v1_train_01536,Ks 코그넥스%O5- \술%MN마t 팩:리}^야 2력,"## 코그넥스, AI 기반 '팩:리' 솔루션 출시",4
ynat-v1_train_01539,민YB통 x무?~에`u태오 예비*b중?,"""민주당, 윤석열 대선후보 비판""",2
ynat-v1_train_01540,\래X I2TlE가입{ 케이| vV 91'월,"""케이팝 91년 1월 가입""",5
ynat-v1_train_01541,5명7 남Hq선수들처럼 함께한다면p화해·평+도!성큼,5명의 선수들처럼 함께 한다면 화해와 평화도 성큼 다가온다!,2
ynat-v1_train_01544,이대호 연타]포 롯데 N*에 K:…Q.: 시즌 첫 `,"이대호, 연타포로 롯데 승리 이끌어",1
ynat-v1_train_01546,의료 진단기기 업체 제X1이 nH일 코스% 신규 상m,"## 제X1, 신규 상장 추진",5
ynat-v1_train_01547,"터k 2러 이튿날@a대적S3SN<거작전…eS명 체<?,","## 터키, 이튿날 대규모 군사 작전 개시",6
ynat-v1_train_01548,e~ Q[i L'휘-이I영 언니 없<& 4라_ 열+히,"""영 언니, 열심히""",1
ynat-v1_train_01549,모[장 안에서 천막V_거T[항,"""장 안에 천막""",3
ynat-v1_train_01552,A2조 충j지부p교[a동6 (생 WN?\/iC,"## A2조 충전지 부교체, a동 6층 생산 라인 가동 중단",3
ynat-v1_train_01554,김재5 김문수 전대출마 문aw a양 좋지8R다 말해,"김문수 전 의원, 대선 출마 선언",2
ynat-v1_train_01556,전자랜드 kt T연>:도#I 찬물…2연승 행진종합,"KT, 2연승 행진 마감",1
ynat-v1_train_01559,케@U극c } s글랜드축구 러시아m 확0!p로베=아 제N,"""글랜드 축구, 러시아와 맞붙다""",1
ynat-v1_train_01560,Or두C발롱8르 자s w티  폭(…팀은 M0p대X,"""두산, 롯데와 격돌""",1
ynat-v1_train_01562,",시y 9z방송편}인협회5김동연 부총리 초청 토론회",김동연 부총리 초청 토론회 개최,3
ynat-v1_train_01563,거Kw 안랩 불성nU공시법인Z\!},,3
ynat-v1_train_01564,R북간 '선양 민.접촉 wfT4문 6$에!K7,"""북한, 선양서 민간 접촉 시도""",2
ynat-v1_train_01565,.=6c축구대표E@해외 O훈4AFC :피/십 $비,"## 축구 대표팀, 해외 전지훈련 돌입",1
ynat-v1_train_01568,"전북대∼전주대∼평화"" 시내버c 신설>7개M노선 운행 횟수R↑","전북대-전주대-평화동, 시내버스 신설 노선 운행 횟수 증가",3
ynat-v1_train_01570,카드뉴%Q나 F자s[다 1M 냉방5용K@열V,"""카드뉴스: 1M 냉방용 열""",0
ynat-v1_train_01573,여_h경제투톱_|체 )반 평0…민주*적재$J 한국 f'U,"""경제 투톱, 민주당과 한국당""",2
ynat-v1_train_01574,매x [ZK실E1 0뤄지는U서울에' M의 8래를 봤다,서울 M의 8래를 봤다,3
ynat-v1_train_01583,전2k:>인터넷 A대…6t* 1상' R명C중 1명꼴O=,"## 인터넷 A대, 6명 중 1명꼴로 R명C에 합격",4
ynat-v1_train_01586,대신證 아7레퍼시픽 신IXE경!rj …목d가↑,"## 아시아나항공, 퍼시픽과 제휴",5
ynat-v1_train_01587,"에C9르 ""진 실종자 1}7q0명…>. 4ur'에 L(종합",실종자 170명… 종합,6
ynat-v1_train_01589,"유}교 랍'도 ""R군<된다lX 성X자C Y무","""유교 랩도 R군 된다""",6
ynat-v1_train_01590,KT Mz o고 w도v국v해저e]i Iz,"## KT,  해저케이블 투자 확대",4
ynat-v1_train_01592,톈궁 M호 9시16분Q남태v양 추락…과기부 위기l보 해제,"## 톈궁 1호, 남태평양 추락…과기부 위기경보 해제",3
ynat-v1_train_01593,오늘의sux전7 B닝쇼크H피하| 위한 #적>fG B요,"""오늘 밤 쇼크피하 위한 B닝쇼""",5
ynat-v1_train_01594,KRs리우올림픽 홀로그램6응7 ~= '작,"##  ""K팝, 리우 올림픽 홀로그램으로 빛낸다""",4
ynat-v1_train_01595,영상a꼭두 O야기_김W안 r젠가h 저도[저승\갈 +이 오Y9,"## 꼭두 이야기, 김안젠가 저승 갈 이유는?",3
ynat-v1_train_01596,"프로야b 전F대OLz 마운Ju0:A·,K!불방망이 ^m낼까",,1
ynat-v1_train_01597,케이S투자 거=세 폐XJZB평m 주식&거F&1e원 %가,"## 케이S투자, 주식 거래 원화 %가 급등",5
ynat-v1_train_01600,iNf리 {WE+D가w 이벤트 풍성,## WE+D 이벤트 풍성,0
ynat-v1_train_01602,동정H송종/!광주gw장 7x수영\회 홍보,광주 장애인 수영대회 홍보,1
ynat-v1_train_01603,H조원 실_  보…라인 D로벌 기z 사냥 7망,"H조원, 글로벌 기업 사냥 7망",5
ynat-v1_train_01606,FJO로M딜라(P 인수]추진E실d9시작,"""FJO로M딜라(P 인수]추진E실d9시작"" 이라는 텍스트에서 노이즈를 제거하고 자연스러운 뉴스 제목처럼 변환하면 다음과 같습니다.

**""FJO로M 딜라 인수 추진 시작""** 

이렇게 변환하면 다음과 같은 장점이 있습니다.

* **명확성:** 불필요한 문자와 기호를 제거하여 의미를 명확하게 전달합니다.
* **간결성:** 뉴스 제목처럼 간결하게 표현하여 독자의 주의를 끌 수 있습니다.
* **자연스러움:**  한국어 문법에 맞게 자연스럽게 표현했습니다.

이 변환은 원래 텍스트의 의미를 유지하면서도 더 깔끔하고 이해하기 쉽게 만들었습니다.",5
ynat-v1_train_01607,P이영3증  신w전자n:f 쓰세요@지:사H 추진,"##  P이영3증 신전자 쓰세요: 지사 추진 

이 문장에서 노이즈를 제거하고 자연스럽게 바꾸면 다음과 같습니다.

**""P이영3증 신전자 사용 촉구: 지사 추진""** 

이렇게 바꾸면 다음과 같은 장점이 있습니다.

* **노이즈 제거:**  ""w"", ""n"", ""f"", ""@"", ""H"" 와 같은 의미 없는 문자들을 삭제했습니다.
* **자연스러운 표현:** ""쓰세요""를 ""사용 촉구""로 바꿔 더 자연스러운 표현으로 만들었습니다.
* **간결성:**  불필요한 단어들을 제거하고 핵심 내용만 담아 간결하게 만들었습니다.
* **뉴스 제목 스타일:**  ""P이영3증 신전자 사용 촉구"" 부분은 뉴스 제목처럼 간결하고 명확하게 표현했습니다. 

이렇게 수정하면 원래 문장의 의미를 유지하면서 더 명확하고 간결하게 전달할 수 있습니다.",4
ynat-v1_train_01608,신yFdP 조) 왕실% 간절한 기도처,"## 왕실, 간절한 기도 요청",0
ynat-v1_train_01609,"충북교$노조도교육청""137M항 i3협약 C결","충북교육청, i3협약 체결",3
ynat-v1_train_01611,"소리길C""류동 p곡","## 류동, '소리길C' 신곡 발표",0
ynat-v1_train_01612,LGc 42P #T4G(Z한 LTt*#솔GIh검증 &K,"## LG 42P TV, 솔루션 검증 완료",4
ynat-v1_train_01613,z주 이재명:징계 일단 MC…당 안팎1{란 잠재종합2보,,2
ynat-v1_train_01614,LG G7 씽z 디{플레이 M LCDx표기*}고 적q성 논n,"LG G7 씽큐, 디스플레이 LCD 특징 공개",3
ynat-v1_train_01617,화천산천어`제2즐거운 눈썰>,"화천 산천어 축제, 즐거운 눈썰매 즐기세요!",0
ynat-v1_train_01619,G란치스코 교황 w|h 인간(D지 04적 이슈 아0야,"## 프란치스코 교황, 인간 존엄성 옹호",6
ynat-v1_train_01623,강철보4 m)- i한 {차원u그래x{구PF O들p다,"강철빔, 차원 이동 가능성 제기",4
ynat-v1_train_01625,[j?령 北T sh화 구체[q·美R 상I조치emAg 필*,"## 북한, 美 상황 조치에 구체적 대응 밝혀",2
ynat-v1_train_01627,"21월에 해c제과식품 등""2E=8n만주 보호a9H풀려","## 21월 해태제과식품 등, 만주 보호구역 풀려",5
ynat-v1_train_01629,it룽의 반지 국내 제작6초W…명랑한 바그너 입[,"""반지의 제왕"" 국내 제작 6초 예고편 공개",6
ynat-v1_train_01630,아프리a 앙o라 동Q# 처벌법 폐지…]권dykW영,## 아프리카 앙골라 동물 처벌법 폐지,6
ynat-v1_train_01632,~임 A국_허.찔렀다…H켓몬 Q 1풍C 초라A 한국종g,"## 한국, '포켓몬 GO' 게임 이용 중 찔림 사건 발생",4
ynat-v1_train_01638,호주한인극단 H영 이중언S {지컬T=G인 관}도 v찬,"호주 한인극단, '이중언어' 연극으로 호평",0
ynat-v1_train_01642,Kq<\ w휴에j[O< 서비8/걱j)마P요,"""서비스 마비""",4
ynat-v1_train_01644,DM?G@#69원c$모 $스플`이2패널 제조 !U 공급 계약,"""스플릿 패널 제조 공급 계약 체결""",5
ynat-v1_train_01647,`a^울 h경i 만에 첫 X 신Go고요한 멀'골로 포A 제압,"## 첫 경기 만에 X 신고, 멀골로 포A 제압",1
ynat-v1_train_01648,<XWKDw럼0 탄A하면k경제s 도움r될 |,"""탄소 감축, 경제 도움 될 수 있다""",6
