ID,text,target,cleaned_target
ynat-v1_train_02039,골든스테이트휴스턴 NBA 서부콘퍼런스 결승 맞대결,6,1
ynat-v1_train_02040,안전한 항해 위한 닻 올려,5,4
ynat-v1_train_02041,국제유가·곡물가↓…올해 농업경영비 3.3% 감소 전망,2,5
ynat-v1_train_02049,전국 아침 기온 최대 7도 뚝…주말까지 쌀쌀,4,0
ynat-v1_train_02050,"충남, A판 어져",0,3
ynat-v1_train_02052,"고속도로 성능 개선, 긍정적인 영향 기대",3,4
ynat-v1_train_02055,문 대통령·여야 지도부 지방선거 사전투표,1,2
ynat-v1_train_02056,가자지구 공습에 이스라엘은 안보정국…대연정에 힘 실릴까,2,6
ynat-v1_train_02058,울산 진보3당 북구시설관리공단 설립 조례안 철회하라,4,3
ynat-v1_train_02059,카카오프렌즈 스토어 국제 배송 시작,3,4
ynat-v1_train_02067,직통령 펭수 UAR로 만난다…3D 영상·입체 스티커 나와,3,4
ynat-v1_train_02069,항생제 생산 유전자 단백질 될 때 버퍼링 걸린다,5,4
ynat-v1_train_02071,朴대통령 오바마·아베와 연쇄통화…北미사일 대응책 논의,1,2
ynat-v1_train_02073,봄소식 전하는 노란 산수유,1,0
ynat-v1_train_02078,"조국 향방, MBC 토론에서 논의",3,2
ynat-v1_train_02081,프로 2년차 최익제 형들 제치고 올스타전 서브킹종합,3,1
ynat-v1_train_02082,반대매매 하루에만 1천억원…금융위기 때보다 많아,6,5
ynat-v1_train_02089,"독일, 원전 가동 중단 결정",0,6
ynat-v1_train_02090,"베트남 갤러리, 성매매 관련 글 논란",4,6
ynat-v1_train_02091,최신폰 갤노트8이 무료…이통사 과장광고 눈살,5,4
ynat-v1_train_02093,멕시코 외무 중미 불법 이민 저감 대책 45일 이후 평가,4,6
ynat-v1_train_02096,"黃 단식 중단, '패스트트랙' 대치 속…靑 감찰 의혹 공방 가열",3,2
ynat-v1_train_02102,고은 시인 로마재단 국제시인상 수상,4,0
ynat-v1_train_02103,예탁원 CSD워킹그룹과 분산장부 기술 공동연구 협약,0,4
ynat-v1_train_02104,과학기자협회 올해의 과학자상에 항우연 발사체사업본부,5,3
ynat-v1_train_02109,"시민 수백 명 모여 정권 규탄, 요구사항 전달",6,2
ynat-v1_train_02110,경기민요 선보이는 이춘희 명창,5,0
ynat-v1_train_02111,"SKT, 세계 최초 5G 가입자 100만 돌파",5,3
ynat-v1_train_02113,중국 퀄컴 이어 에릭슨도 반독점 위반 조사,6,5
ynat-v1_train_02114,추석 직전 일요일 대형마트 의무휴업…요일 변경 두고 또 논란,6,5
ynat-v1_train_02116,구미 영천 등 경북 9개 시·군 폭염주의보,6,0
ynat-v1_train_02118,진통제 맞고 103구 던진 셔저의 투혼…믿기 힘든 투...,1,0
ynat-v1_train_02129,게임 판매량 4+1살부터 5-u까지 증가,0,5
ynat-v1_train_02130,독도로 출발하기 전 기념촬영 하는 독도아카데미 대학생,4,3
ynat-v1_train_02132,반으로 쪼개진 바른미래…두번 표결에 1표차 아슬아슬한 추인종합2보,0,2
ynat-v1_train_02137,이주의 뉴스키워드 블랙리스트·가상화폐·권력기관,5,0
ynat-v1_train_02138,황교안·나경원 패스트트랙 사건 경찰 출석통보에 불응 입장,5,2
ynat-v1_train_02146,KEB하나은행 호국보훈단체 지원을 위한 기부금 전달,2,3
ynat-v1_train_02147,미국 아프간서 발빼자…중국이 들어갔다,0,5
ynat-v1_train_02149,정선 산불 진화 안간힘,3,0
ynat-v1_train_02151,개회사 하는 류희인 본부장,1,0
ynat-v1_train_02159,미래부 출연硏 비정규직 연구원 정규직화 추진,1,3
ynat-v1_train_02160,"FA컵 5부리그 돌풍! 서턴, 링컨 16강 진출",5,1
ynat-v1_train_02161,추억의 노키아폰 부활…49유로 헐값＋22시간 통화종합,5,4
ynat-v1_train_02162,"천안시, PC 수천 대 장비 전면 교체",2,3
ynat-v1_train_02163,中 부동산 불황 쇼크…관련기업 주가 하루 80% 폭락,2,5
ynat-v1_train_02164,한반도 해빙 이총리 세계의 완전한 냉전종식 이제 시작돼,3,2
ynat-v1_train_02170,일왕과 왕비의 즉위 예식,2,0
ynat-v1_train_02175,게시판 SKT 독거노인 케어 서비스 GSMA 우수사례 선정,4,3
ynat-v1_train_02179,후쿠시마 수산물 분쟁 패배한 日아베 EU서 WTO 개혁 성토,1,6
ynat-v1_train_02183,게시판 서울 한성백제박물관 사계 콘서트 여름 개최,5,0
ynat-v1_train_02184,레이저로 미세 무늬 새겨 위조 막는다,5,4
ynat-v1_train_02186,우리카드 펠리페 영입…시즌 시작 전 두 번째 외국인 교체,4,1
ynat-v1_train_02187,주말 N 여행 강원권 쫀득한 찰옥수수…일편단심 무궁화,2,5
ynat-v1_train_02193,2018 ICT 삼성 폴더블폰 새해 애플 아이폰X 대항마될까,5,4
ynat-v1_train_02195,獨 언론 극우 AfD 의원 러시아로부터 통제당해,2,6
ynat-v1_train_02196,홍콩 행정수반 송환법 추진 보류…사실상 무기한 연기종합,5,6
ynat-v1_train_02197,정부 거점항만으로 한진해운 선박 유도해 화물 하역,1,5
ynat-v1_train_02207,"조국, 검찰과 파장…한·미 '미래&핵' 공조",3,2
ynat-v1_train_02208,국립중앙박물관 이집트 미라 등 만나볼 세계문화관 개관,3,0
ynat-v1_train_02209,카카오 로봇모듈·모바일게임 업체에 잇단 투자종합,2,5
ynat-v1_train_02211,총선 D8 與 신공항공세 차단…더민주 서부산 공략 강화,6,2
ynat-v1_train_02215,전국 리그 3대회 개최,0,1
ynat-v1_train_02217,게시판 HF 대학생봉사단 맞춤형 사회공헌 활동,1,5
ynat-v1_train_02221,총파업 코앞에 두고 국민은행 노사 막판협상…극적 타결될까종합,6,3
ynat-v1_train_02223,"현대차, 8월 국내 판매 17.6% 감소",0,5
ynat-v1_train_02224,"최지, 2경기 연속 안타! 타율 0.269 기록",0,1
ynat-v1_train_02225,프로농구 1라운드 최우수선수에 현대모비스 라건아,0,1
ynat-v1_train_02228,성장률 쇼크에 증권가 연간 성장률 전망치 2.22.3%로 하향,3,5
ynat-v1_train_02232,"캠 선수, 송파 아시안 게임 출전",5,1
ynat-v1_train_02233,뮤지컬 아리 아라리·뮤지컬 내 친구 유관순,3,0
ynat-v1_train_02234,"전화번호로 연락 가능, c아서-간7W;nzd스",4,3
ynat-v1_train_02238,투자일임형 ISA도 허용 추진…중소 증권사에 혜택,1,0
ynat-v1_train_02244,올해 추석 당일 T맵 사용자 447만명 기록…역대 최다,6,4
ynat-v1_train_02248,"국고채 금리 일제히 하락, 3년물 2.256%",0,5
ynat-v1_train_02249,클린턴재단 후폭풍인가…힐러리 vs 트럼프 지지율 3%p로 좁혀져,0,2
ynat-v1_train_02250,앙숙 터키·그리스 화해 모색…그리스 총리 성소피아 방문,4,6
ynat-v1_train_02253,갤노트8 중국서 29일 출시…모바일결제 제휴 확대,2,4
ynat-v1_train_02256,게시판 투교협 중·고생 대상 금융투자 체험교실,6,3
ynat-v1_train_02258,친박계 의원들 광화문 촛불집회 날 단양서 골프 회동종합,1,2
ynat-v1_train_02260,"화재, 전국으로 확산… 두 달째 지속",0,3
ynat-v1_train_02262,"여성 등반가, 흡입력 장비로 33층 빌딩 등반 성공",5,0
ynat-v1_train_02267,유령주식 불안 확산…배당 이어 주식거래시스템 점검종합,0,5
ynat-v1_train_02276,이공대 내부 살펴보는 홍콩 경찰,3,6
ynat-v1_train_02277,톰프슨·커리 68점 골든스테이트 3쿼터 마법 앞세워 5연승,0,1
ynat-v1_train_02280,내일 남북고위급회담…정상회담 일정·장소 정해질 듯종합,4,2
ynat-v1_train_02282,호퍼드 결승점에 스틸까지…보스턴 필라델피아에 3연승,5,1
ynat-v1_train_02289,"KT, 정보보안 기업 4곳과 MOU 체결",1,5
ynat-v1_train_02297,"서울, PM 대회서 3위 기록",4,1
ynat-v1_train_02299,LG전자 트리플 카메라 장착한 LG X6 출시,0,4
ynat-v1_train_02300,게시판 KIST 의학도 대상 리서치 캠프,5,4
ynat-v1_train_02308,"머리 맞s~경제,!리와 한국은행 총재",5,2
ynat-v1_train_02311,경기북부 7개 시·군 23시 한파주의보,1,0
ynat-v1_train_02319,방통위 KBS 보궐이사에 강형철 숙명여대 교수 추천,6,3
ynat-v1_train_02323,가이드북 NO…스마트폰 AI 비서 여행 도우미로 수요↑,2,4
ynat-v1_train_02326,주말 N 여행 제주권 탐라 역사·문화 혼 깃든 산지천 축제,2,0
ynat-v1_train_02330,구글 퀴즈쇼 앱 개발 3사 간담회 개최,6,4
ynat-v1_train_02331,MLB 텍사스 펜스마저 타구 쫓다 부상…외야 줄부상,3,1
ynat-v1_train_02332,"국내 IT 업체 2곳, 랜섬웨어 공격 피해",4,5
ynat-v1_train_02336,우진비앤지 37억 규모 동물용의약품 공급계약,4,5
ynat-v1_train_02341,혈투의 시작: 산업 경쟁 심화,3,5
ynat-v1_train_02342,장마 때문에…전국 해수욕장 유명산 관광지 썰렁,3,0
ynat-v1_train_02345,"삼성증권, 1분기 영업이익 17% 감소",6,5
ynat-v1_train_02354,손가락 욕설한 델리 알리 A매치 1경기 출전금지,5,1
ynat-v1_train_02356,미국발 훈풍 코스피 장중 2120선 회복…코스닥 2% 올라종합2보,6,5
ynat-v1_train_02357,코스피 하락 마감,2,5
ynat-v1_train_02360,인도 휩쓴 사이클론 방글라도 강타…최소 24명 사망·280만 대피종합,0,6
ynat-v1_train_02361,배틀그라운드 국내 서버 별도 운영…해외 이용자와 분리,1,4
ynat-v1_train_02365,靑 한미훈련 비핵화 상황보며 결정할 문제…美 논의요청 없어,4,2
ynat-v1_train_02369,"박지수, LA 스파크스 상대 2득점 2리바운드 기록",4,1
ynat-v1_train_02374,추미애 野 무더기 허위조작 기소…권력시녀 전락한 정치검찰,6,2
ynat-v1_train_02378,중국의 해외투자 안전도I평가서 Z국 O위→=_위t추락,6,5
ynat-v1_train_02380,北매체 로켓 발사 성공에 온나라 경축 분위기,5,2
ynat-v1_train_02383,KIST 탄소나노소재로 우주복 섬유·방사선차폐재 개발중,0,6
ynat-v1_train_02391,피아니스트 유자 왕의 연주,5,0
ynat-v1_train_02395,야구장 암표팔다 적발 기초수급자 타인 인적사항 도용,6,3
ynat-v1_train_02400,"삼성, 중소기업 신사업 지원 강화",4,5
ynat-v1_train_02402,김학경 일보 편집국장,3,0
ynat-v1_train_02407,이란 탄도미사일 개발은 협상 대상 아냐 재확인,4,6
ynat-v1_train_02408,"아폴로 13호, 47년 만에 달 착륙 성공",3,1
ynat-v1_train_02409,현대중공업 4천만달러 규모 산업용 로봇 대량 수주,0,5
ynat-v1_train_02415,베네수엘라 외무 유엔서 트럼프마두로 직접 담판 제안종합,1,6
ynat-v1_train_02418,보육시설 비리 근절을 위하여,1,3
ynat-v1_train_02419,"KTB투자, 대림산업 2분기 실적 호조에 목표주가 상향",4,2
ynat-v1_train_02421,"CJ ENM, 플레디스 엔터테인먼트 지분 51% 인수 추진",3,5
ynat-v1_train_02422,자사주 매입 자신감 드러낸 조준호…G6 성공할까종합,3,4
ynat-v1_train_02427,"KT, 1만원대 LTE 요금제와 함께 LG 폴더 출시",2,4
ynat-v1_train_02428,사방에 봄이 왔다,3,0
ynat-v1_train_02435,다공성 금속구조체 전극으로 리튬전지 용량 2배 향상,5,4
ynat-v1_train_02439,"주택 방문 규정, 내일부터 시행",2,3
ynat-v1_train_02445,칠레 청년 사자 우리서 자살 기도…구조과정서 사자 2마리 사살,1,6
ynat-v1_train_02452,"태풍 차바, 경남 벗어나…최대 277.5㎜ 물폭탄",6,0
ynat-v1_train_02454,주말 N 여행 충청권 달콤한 포도에 견우·직녀의 사랑까지,6,0
ynat-v1_train_02459,페이스북 분기매출 47% 늘었지만 불투명한 미래에 주가 하락,0,5
ynat-v1_train_02461,아베 개헌논의 안 해도 좋은지 선거서 물을 것…개헌 이슈화,4,2
ynat-v1_train_02462,9월 경상수지 흑자 지속... 규모는 1.8% 감소,6,5
ynat-v1_train_02468,축구 대표팀 9월 국내서 코스타리카·칠레와 평가전,3,1
ynat-v1_train_02474,4차 산업혁명위원회 첫 회의 개최,3,4
ynat-v1_train_02480,"XE, 2안전 여행 지원",2,4
ynat-v1_train_02485,아이폰8 잇단 스웰링 현상…배터리 게이트로 비화할까,3,4
ynat-v1_train_02487,사지 않고 구경만 한다고 판매직원이 욕설을…외국인 관광객종합,1,0
ynat-v1_train_02488,정끝별 시인이 말하는 패러디…이 시대 중심 표현방법,5,0
ynat-v1_train_02489,북한날씨 아침에 비 대부분 그쳐,1,0
ynat-v1_train_02497,아리 아라리 정선아리랑극 세계인에 선보인다,5,0
ynat-v1_train_02499,언중위 불공정 지방선거 보도 91건 제재,4,3
ynat-v1_train_02506,폐암 투병 개그맨 김철민 위한 자선 콘서트,5,0
ynat-v1_train_02511,"NH투자증권 IRP 비보장상품, 수익률 업계 1위 기록",4,5
ynat-v1_train_02512,평양정상회담 꿈도 하나 소원도 하나 평화번영통일,4,6
ynat-v1_train_02534,카카오엔터프라이즈 출범…국내 대표 기업형 IT 플랫폼 목표,3,4
ynat-v1_train_02536,케냐 대통령 한국산 자동차 몰고 한국산 TV 매일 본다,1,6
ynat-v1_train_02537,與 김희옥 비대위 순항할까…내주 전국위서 추인 시도,6,1
ynat-v1_train_02538,날씨 6일 전국 흐리고 비…태풍 영향권 제주·남해안 강풍,0,4
ynat-v1_train_02539,"미분양 주택, 12월 6만 1천 가구 넘어… 한 달 새 23.7% 증가",0,5
ynat-v1_train_02541,유튜브 영어 생방송에 자동 영문 자막 붙는다,6,4
ynat-v1_train_02542,심판 비난 못 참아 포르투갈 축구 심판들 파업 예고,5,1
ynat-v1_train_02544,마스크 쓴 홍콩인 대규모 시위…임시정부 수립 주장까지종합2보,3,6
ynat-v1_train_02545,"주식 시장, 오늘 하루 급등",3,2
ynat-v1_train_02546,123층 롯데월드타워 외벽 청소 개시…닦을 유리창만 4만2천장,4,5
ynat-v1_train_02547,트럼프 한국 등 방위비분담금 더 내라…양방향 도로 돼야,2,6
ynat-v1_train_02548,박지원 朴대통령 추석후 3당대표 회동 약속 지켜야,1,2
ynat-v1_train_02550,울산중부새일센터 직업교육으로 경력단절여성 19명 취업 지원,5,3
ynat-v1_train_02553,美 오만해 유조선공격 배후 이란 지목…이란 파병하려 날조,5,6
ynat-v1_train_02555,KT 5G 스마트노래방앱 싱스틸러 출시,4,5
ynat-v1_train_02556,대우건설산업은행 동반성장펀드 조성…협력사 지원,6,5
ynat-v1_train_02557,비박 비대위 무산 여론전…결별 배수진 치며 압박종합,0,2
ynat-v1_train_02558,류현진 탈삼진 쇼에 이어 이번엔 세 번째 8이닝 이상 투구,0,1
ynat-v1_train_02561,르노삼성자동차 2018 협력업체 컨벤션 개최,0,4
ynat-v1_train_02563,공군 우주정보상황실 北 광명성4호 위성 면밀히 감시중,0,3
ynat-v1_train_02569,박영선 당 잔류 공식표명 새경제 정통야당 지켜봐달라종합,6,2
ynat-v1_train_02575,침공 기준 나왔다: 정부 압박,5,6
ynat-v1_train_02577,랜섬웨어 국내 피해 신고 1건 접수,3,4
ynat-v1_train_02578,오바마 폭력범죄ㆍ불법이민 증가 트럼프 주장 반박,3,6
ynat-v1_train_02585,"Y성 갤럭시, 디지털 탑재",5,4
ynat-v1_train_02588,두산건설 3천200억원 규모 도로·주택 공사수주,4,5
ynat-v1_train_02590,게시판 LGU 인천공항 로밍서비스 7회 연속 만족도 1위,3,5
ynat-v1_train_02603,김우재 IBK기업은행 감독 김희진 종아리 통증…무리하지 않게,6,1
ynat-v1_train_02605,레바논서 사흘째 거리시위…경제난에 정권퇴진 요구,5,6
ynat-v1_train_02627,폼페이오 국무장관이 상원 출마 공화 지도부 차출 희망,4,2
ynat-v1_train_02628,日 각료들 독도 영유권 주장 잇단 망언,4,6
ynat-v1_train_02634,4년 8개월 만에 아가메즈 국제공항 재개장,1,6
ynat-v1_train_02649,아이팩토리 상장폐지 이의신청서 제출,1,3
ynat-v1_train_02650,경북도 동해안권 발전계획 축소…7조7천억원 투자키로,4,2
ynat-v1_train_02653,"2.8 독립 100주년, 도쿄서 기념식 거행",3,6
ynat-v1_train_02654,추신수 5타수 무안타…13경기 연속 출루 중단,2,1
ynat-v1_train_02674,인크루트 로봇직원 알리사 채용…사번은 24365,2,4
ynat-v1_train_02677,한국인터넷진흥원 랜섬웨어 예방 암호기술 연구 착수,1,4
ynat-v1_train_02685,수백억 돈세탁 태국 승려 수천명 인의 장막 치고 경찰 따돌려,2,6
ynat-v1_train_02687,뉴스 사람 줄였다,4,3
ynat-v1_train_02688,네덜란드 미국의 호르무즈해협 파병 요청 공식 확인,2,6
ynat-v1_train_02702,I5억 규모 봄맞이 골프대전 개최,0,4
ynat-v1_train_02712,대전·충남 동장군 기승…청양 영하 20.3도종합,3,0
ynat-v1_train_02716,제주 낮최고 22.5도 포근…산간 호우 예비특보,2,4
ynat-v1_train_02725,"성직자, nC쇼 출연 이 어떨까요?",4,0
ynat-v1_train_02729,"QB 9승, 팀 번영 이끌다",2,1
ynat-v1_train_02736,안산·대구·대전·부여에서 노후 공공건축물 리뉴얼 사업,2,3
ynat-v1_train_02743,8주 주주총회 개최,2,5
ynat-v1_train_02747,"벌렌더 2홈런 맞고 흔들… 양키스, ALCS 기사회생",0,1
ynat-v1_train_02754,중동 유일 UAE 아부다비 北식당 옥류관 영업중단,0,6
ynat-v1_train_02755,개성공단 출입원 발열 사태 종합,2,6
ynat-v1_train_02756,항소심2선고 출석하는 이%택,3,2
ynat-v1_train_02770,"삼성중공업, 올해 첫 수주…LNG선 2척 확보",1,5
ynat-v1_train_02771,"태영, 체제 영향 줄 수 있어",2,6
ynat-v1_train_02774,챗GPT 로드맵 공개,3,6
ynat-v1_train_02779,"크리스마스 선물, 가장 쓸 때가 언제일까?",4,0
ynat-v1_train_02781,화합물 몸 안에서 짝F 단백질 m는 법 새로Q개U,4,6
ynat-v1_train_02787,13일 노바 라이온즈와 T3 10 결승 상품 공개,6,4
ynat-v1_train_02788,남원 소식: 춘향단 장학생 모집,0,3
ynat-v1_train_02791,거리에서 노래하던 베네수엘라 이민자에게 찾아온 기적,0,4
ynat-v1_train_02793,경찰 5월초 유커와 日관광객위해 바가지 요금 집중 단속,1,3
ynat-v1_train_02798,인터뷰 류현진 친구에게 안타 맞는 것 싫어해…승부는 냉정,1,4
